track_id,user_id,playcount,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRGKULK128F146CB53,612dd5d019f7285240003c0c950f4b279ac344d2,2,We're No Here,Mogwai,https://p.scdn.co/mp3-preview/5890c597b5576d963989255f7d74126984b86944?cid=774b29d4f13844c495f206cafdad9c86,0Yg4jghmFn1I1HCBMulZ9i,"experimental, indie_rock, instrumental, post_rock",,2006,339200,0.0662,0.329,7,-7.235,1,0.044,0.000191,0.778,0.081,0.0335,77.396,3
TRRUQQW128F425045E,308abc95d30b3ee327a4851d5e6c0ac0d7b425c9,1,What Katie Did,The Libertines,https://p.scdn.co/mp3-preview/61822b78c30458c0bbe23713b1bdcd78fe490762?cid=774b29d4f13844c495f206cafdad9c86,0GOZtyjqcrYDRBS55ITPiH,"rock, indie, indie_rock, british, love, britpop",Rock,2004,229840,0.443,0.584,9,-6.396,1,0.0393,0.0766,5.6e-05,0.105,0.479,168.836,4
TRVMJVF128F933CE8B,f00f34cb72cca2f9b995e41a9ef9bc85fa6dd1cb,2,Tripped And Fell In Portland,Breathe Carolina,https://p.scdn.co/mp3-preview/f4d95314b14c263ab5067771b95019250ab02927?cid=774b29d4f13844c495f206cafdad9c86,01dcCWSnyb1Yp3IPZnV4hi,"electronic, post_hardcore, screamo",Electronic,2009,234760,0.319,0.916,1,-3.951,1,0.188,0.000724,0.000526,0.379,0.428,159.991,4
TRHWIWU128F9309E4C,ea09332e179a37849f975182318e0003b3abc2ee,3,Figured Me Out,Jamie Lidell,https://p.scdn.co/mp3-preview/5c84ec5540f05cdbd5f3892781d8adf62b401c4d?cid=774b29d4f13844c495f206cafdad9c86,0emd9u5zb5tWnGu8x9nC8z,"soul, funk",,2008,267426,0.821,0.797,2,-4.181,0,0.159,0.0405,0.00397,0.329,0.857,103.979,4
TRLAEWG128F4227F4C,8b2d0f47e8cb4d430741281e13680f66dba201db,3,New Soul,Yael Naim,https://p.scdn.co/mp3-preview/464707b4a66abfd4db6724ac1270f3a9013ac22a?cid=774b29d4f13844c495f206cafdad9c86,0ftNY455J5XB6qyxa5BZ85,"indie, pop, female_vocalists, folk, singer_songwriter, soul, french",Pop,2008,222960,0.57,0.36,0,-8.622,1,0.0499,0.759,4.85e-05,0.129,0.607,200.292,4
TRADZQV128F14A5760,370ae2cdf9222b9bee3fc4e0a5e905c6aef4b6c2,7,The Loco-Motion,Grand Funk Railroad,https://p.scdn.co/mp3-preview/0d6f243f3edd623c42e431bea4ca3e866f4d4326?cid=774b29d4f13844c495f206cafdad9c86,2xK2oMhxWWp3f6aF6MZgEW,"rock, classic_rock, funk, 70s, cover",,2011,176040,0.454,0.858,0,-7.166,1,0.238,0.144,0.0,0.58,0.222,124.534,4
TRPXIWX128F429831F,433965bc3494edd117a7cd8e8d2400afa385530c,1,One Minute to Midnight,Justice,https://p.scdn.co/mp3-preview/9eb7c1013e8adf82fc209f68ae74554b86d13703?cid=774b29d4f13844c495f206cafdad9c86,0PP7jG4L9spnpVPPIdKLGj,"electronic, instrumental, dance, house, techno, electro, french",Electronic,2007,220933,0.632,0.653,7,-7.384,1,0.214,0.0244,0.803,0.0943,0.353,121.971,4
TRFWGOJ128E0780C8B,287661433986f2c5fa3feb6e9084c73fda10099c,10,In My Place,Coldplay,https://p.scdn.co/mp3-preview/e152576c5affbc6d08bb5b67ff0f4d18e29914ce?cid=774b29d4f13844c495f206cafdad9c86,0M1MFIuPCxRitJ4lF7q3tx,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, chillout, 00s, britpop, mellow",Rock,2012,228346,0.423,0.566,9,-6.55,1,0.0272,0.0526,3.66e-06,0.196,0.218,144.688,4
TRTSLBN12903CDB1BE,76ad6b6fe67e35261f31f8572ced67146cf94133,6,Spanish Sahara,Foals,https://p.scdn.co/mp3-preview/75d32af506df2354251f80726ab3e0656fa8e8f7?cid=774b29d4f13844c495f206cafdad9c86,0ikPZkDZ7CgZMmyt5o9t57,"rock, electronic, alternative, indie, alternative_rock, indie_rock, british, chillout, post_rock, beautiful",Rock,2010,409560,0.365,0.57,9,-10.039,0,0.0696,0.028,0.042,0.108,0.364,128.432,4
TRXPSPE128EF33FB50,a636389e3bd7d27073211c45417fee568aa336f6,3,"New York, I Love You But You're Bringing Me Down",LCD Soundsystem,https://p.scdn.co/mp3-preview/b56bee00df5746c0b47fde3281e42a3581e8cf66?cid=774b29d4f13844c495f206cafdad9c86,21wf4gPf1Bb3iicCDvcJTt,"electronic, alternative, indie, indie_rock, chillout, piano, 00s, mellow",Electronic,2013,335480,0.39,0.37,7,-8.288,0,0.0457,0.474,0.00013,0.115,0.0909,176.526,3
TRJAULL128F4243626,6e97f0df003e089f76a1e52b2bfae2463b6ef2b4,1,A Song Is Not A Business Plan,The Rocket Summer,https://p.scdn.co/mp3-preview/5819559830707a21d68439191eea20916c41f1e0?cid=774b29d4f13844c495f206cafdad9c86,0f8r7AsPucC4Jv1raA9okr,"rock, alternative, indie_rock, singer_songwriter, pop_rock",Rock,2007,210160,0.665,0.928,11,-2.837,1,0.0737,0.0178,1.76e-05,0.056,0.72,127.958,4
TRERPOK128F4284833,91b6c69da20bd30da2ea10a0a65b7117606e9d0c,1,& Down,Boys Noize,https://p.scdn.co/mp3-preview/c7fe4dbfc5b56fd037cf58f4433c2e7d6c641162?cid=774b29d4f13844c495f206cafdad9c86,0eTCqr01cDDizV4Mr7PqK2,"electronic, dance, house, techno, electro",Electronic,2007,258133,0.623,0.626,1,-4.121,0,0.356,0.0449,0.265,0.311,0.242,123.01,4
TRCEVIT128F932BA0E,65d130dcd1ed85e121d2b6a0ab5941568b4e61d4,1,Highway 20 Ride,Zac Brown Band,https://p.scdn.co/mp3-preview/0f4a26377eb99afdd4c995887ec08634041e5dc3?cid=774b29d4f13844c495f206cafdad9c86,0R6DMs3ly6EvMUL56XI1rk,country,,2011,228093,0.599,0.412,3,-7.185,1,0.0324,0.518,7.44e-06,0.107,0.402,76.084,4
TRVHHHI128F92F80C9,bebed11faf4f9aac0c34d3ce84c02dee282c46d9,1,Idiom,Aeroc,https://p.scdn.co/mp3-preview/152ace09fb6e2bf32194cd4b422217ad19607917?cid=774b29d4f13844c495f206cafdad9c86,1qvk5p5rNmjMw3Ywnn8Kjf,"electronic, electro, idm",Electronic,2009,216520,0.526,0.953,0,-7.155,1,0.041,0.285,0.487,0.11,0.163,180.025,4
TRGVEAZ12903CDA21A,c09d339bd09b6213383e4e144ed851c659831c0a,2,I Lived My Life To Stand In The Shadow Of Your Heart,A Place to Bury Strangers,https://p.scdn.co/mp3-preview/53c1f119f73b6acbcecee608df4551eadc26f666?cid=774b29d4f13844c495f206cafdad9c86,10tNgqdrWtmkHKxoNGBsBD,"post_rock, post_punk",Rock,2010,339573,0.298,0.703,2,-5.798,1,0.0443,2.11e-05,0.871,0.129,0.15,99.824,4
TRCQUWE128F427EF8F,2168b98df510dafb2f8dc99a48dff995c00a16a6,1,The Sporting Life,The Decemberists,https://p.scdn.co/mp3-preview/b9a2b7f38e797d0b7f056e70dd680507a3f5e27a?cid=774b29d4f13844c495f206cafdad9c86,0g3rw3u5MjQdS75HEbIx3Z,"indie, folk, indie_rock, indie_pop",Rock,2005,278493,0.651,0.807,7,-6.636,1,0.0624,0.107,0.0013,0.104,0.877,106.169,4
TRGBGVQ128F92CEAA2,a561a017317247cf33bc2e7dfa5b522fe0b7f9b0,1,Reelin' In The Years,Steely Dan,https://p.scdn.co/mp3-preview/e0c85630c793a5de8b4c5c446bfd9a979d0a2dba?cid=774b29d4f13844c495f206cafdad9c86,043o47KcyZDBEcB2WrWShQ,"classic_rock, 70s",Rock,2006,273986,0.522,0.771,2,-9.415,1,0.0369,0.0718,1.41e-05,0.13,0.764,135.172,4
TRUQQDH128E0792218,4e44e348f964476b025266aad3b98e34428daf1d,1,My 1st Single,Eminem,https://p.scdn.co/mp3-preview/9101426db2ac1bc9228e29a4ef23a3cfcb90aed3?cid=774b29d4f13844c495f206cafdad9c86,1dFnMC9NlHVUE4rlT5vr83,"rap, hip_hop",,2004,302840,0.833,0.949,4,-3.082,0,0.182,0.0553,0.0251,0.14,0.907,170.009,4
TRDYXKY128E0783B4A,b5626215684f8b17fccd4326244a5fbcb48cd4b3,2,Sommartider,Gyllene Tider,https://p.scdn.co/mp3-preview/5f37db1a40f877b5928251861cc51d7bdc3d348c?cid=774b29d4f13844c495f206cafdad9c86,0Le9rvTpbUGjUpZUzIAMBS,"pop, swedish",Pop,2009,198253,0.818,0.669,2,-8.752,1,0.062,0.0688,0.0,0.337,0.677,129.043,4
TRVJQXZ128F92E7589,23bf34f3ffdb815605a48bcd967f1098d662f6e7,5,Johnny Is Dead,Q-Tip,https://p.scdn.co/mp3-preview/a06b8aef7197114c2f0b80b7470b038634fd4283?cid=774b29d4f13844c495f206cafdad9c86,04DUQnViNGadQWrem8YIKA,"rap, hip_hop",Rap,2008,181493,0.884,0.523,1,-5.56,1,0.135,0.0418,0.0,0.0944,0.607,97.011,3
TROOCBB12903CDCCC2,1623f8e5ebd857d31d120b6339d43afe6a81d13a,1,God Complex,Perturbator,https://p.scdn.co/mp3-preview/51b8f2b5991d23d5c9e71c26c89563bf3b758ccc?cid=774b29d4f13844c495f206cafdad9c86,4m4Yj2z7CG1LUNbcg1uOP3,"electronic, instrumental, industrial",Rap,2017,565183,0.303,0.908,10,-3.729,1,0.064,0.00381,0.72,0.268,0.0395,131.38,4
TRFTUIW128E0784B9F,f62e5c5bf2dba35fb5a57380d904935aec0b467a,1,Bubble Toes,Jack Johnson,https://p.scdn.co/mp3-preview/1f0dc0a160d20e774ac4c6405d91bd4ce9c78e3a?cid=774b29d4f13844c495f206cafdad9c86,1CFwwYZ58s34axN637i9Gq,"alternative, pop, folk, singer_songwriter, chillout, acoustic, guitar, mellow, chill",Rock,2001,236853,0.597,0.532,7,-10.583,1,0.165,0.594,0.00174,0.384,0.726,91.646,4
TRMWXEG12903CDE1AD,25a42c20195a2e32e3d0eff0da7a2ac5f33bf01a,2,Ink My Whole Body,Wiz Khalifa,https://p.scdn.co/mp3-preview/d0bd27438ac58c5cdb8fbf367637da134ffc776c?cid=774b29d4f13844c495f206cafdad9c86,6vhANwpkX67jarLzUk0p3G,"rap, hip_hop, chill",Rap,2009,155501,0.587,0.634,11,-8.433,0,0.34,0.0421,0.0,0.362,0.352,179.862,4
TRCKWGF12903CD2DCD,daaeba12091af385e9d787d201b02fef808b3f7f,2,Never Let You Go,Third Eye Blind,https://p.scdn.co/mp3-preview/1176dc40a5bfbad5d27365754f3a489fbe76707a?cid=774b29d4f13844c495f206cafdad9c86,7mP4fGwTDxoTOfQtxeAiJS,"rock, alternative, pop, alternative_rock, 90s, pop_rock",Pop,2005,237120,0.729,0.94,4,-4.933,1,0.0382,0.0845,0.000262,0.0963,0.966,113.804,4
TRQJUTI128EF3460B3,80a42f36c30b91c772cbec23c6693988e9fc7d27,36,The Power Is On,The Go! Team,https://p.scdn.co/mp3-preview/8719aa1bb5742e9e40e81e124f1f38e002d8d583?cid=774b29d4f13844c495f206cafdad9c86,0jj39Oo1mnjnTBpOMQ3d5V,"indie, female_vocalists, dance, british, funk, indie_pop",Rock,2004,194026,0.49,0.998,10,-2.236,1,0.0819,0.157,0.562,0.355,0.204,101.959,4
TRAFMGH128C719646F,b8870d036c6219048a38d80f982953d7688ca463,1,On the Grind,P.O.D.,https://p.scdn.co/mp3-preview/fe514dbb98ae2f6f7df0dced9e0cdaff47a23131?cid=774b29d4f13844c495f206cafdad9c86,0BY1RP0dQaHJ5gURqJfAEd,nu_metal,,2006,262693,0.418,0.819,4,-5.266,0,0.258,0.0673,0.0,0.0739,0.624,98.438,4
TRRNOZY128F92F518F,8cb3476b0679bd8b6b818c4e7bca0dcbc2f3404d,1,Shimmy,System of a Down,https://p.scdn.co/mp3-preview/fa78a67c3204569371eb215082b25f61226acda8?cid=774b29d4f13844c495f206cafdad9c86,0Huc9Tt5BETWbovn38jENw,"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",Metal,2001,110800,0.436,0.96,2,-3.56,1,0.0461,0.00101,0.0308,0.0434,0.697,119.08,4
TROVHGG128F93181C9,b06c8d66c13fc1be43092be7feb6b6f5cc4087b8,1,Bitter Heart,Zee Avi,https://p.scdn.co/mp3-preview/28c262355d7e6c1fb75e6df0bb959ecfe4d612c3?cid=774b29d4f13844c495f206cafdad9c86,0JcThwrM2wRNDF9kLosOWt,"indie, female_vocalists, jazz, singer_songwriter, acoustic",,2009,156693,0.74,0.384,2,-9.981,1,0.0536,0.69,0.0,0.198,0.43,78.939,4
TREUZXJ128F4292387,c6d93ad96bb54c0f2a1beaae7d8d537e63a71778,1,Hem of His Garment,Faithless,https://p.scdn.co/mp3-preview/dbe16bf2acb1506aebf2cec060a8509dc56b77fb?cid=774b29d4f13844c495f206cafdad9c86,0Nbpv8WYxWj3XiaEORnXWC,"electronic, trance, house, trip_hop, downtempo",,1998,247440,0.598,0.497,11,-11.03,0,0.0481,0.794,0.00371,0.113,0.247,136.872,3
TRURIYJ12903CB50FA,5542e5360260f3c6e3490cb7fe58f5a4db04f98d,1,Sex Toyz,Brokencyde,https://p.scdn.co/mp3-preview/8a2c83ad0c7b24ccd733668eed9b36118afcab85?cid=774b29d4f13844c495f206cafdad9c86,0aReKPFH7WdjzNOsTrJJEo,"electronic, hardcore, electro, screamo",,2012,177395,0.647,0.81,9,-4.818,0,0.0593,0.0342,0.0,0.509,0.656,103.994,4
TRAFUNV128F92CFEB2,56f1a44b11b4b40fd3f66a1fba4c0c51102eb26c,1,MIA,Chevelle,https://p.scdn.co/mp3-preview/68f28305e619bf3f00183c23667681d8227ddd97?cid=774b29d4f13844c495f206cafdad9c86,2hxweZgog2IrkKP86KGATI,"rock, alternative, alternative_rock, hard_rock, emo, grunge, guitar, nu_metal",Folk,1999,141533,0.379,0.913,4,-7.357,1,0.0872,0.000421,0.116,0.151,0.108,117.438,4
TRMJSHT128F422A802,d5bdcd126298c81d3047c51c884b2e4f39d35008,1,Come Clarity,In Flames,https://p.scdn.co/mp3-preview/5811e575dd3e9cd75b244c935b43d36f2ed3afce?cid=774b29d4f13844c495f206cafdad9c86,0nqgGLFR00i0LpqEj9nlcU,"metal, death_metal, melodic_death_metal",Metal,2006,255712,0.37,0.928,10,-4.859,0,0.115,0.000941,0.346,0.145,0.0965,149.714,4
TRXEIRM128EF346710,344590ea61a44d4589c8976ea731f2a7b3a12436,2,Loucura,Mariza,https://p.scdn.co/mp3-preview/5cc2993fac9ecbe381d98f3be703d5aa04848771?cid=774b29d4f13844c495f206cafdad9c86,190iXp2Kdem8WpjfWAE5Bl,,World,2014,208826,0.591,0.21,3,-10.523,0,0.0417,0.79,1.27e-05,0.0995,0.422,116.502,4
TRXEKMK128F92F8A06,afd15d8f658fd07e83a5f21f2458cf803ebc23c7,1,Keep Quiet,Hot Chip,https://p.scdn.co/mp3-preview/a65bd039b58d2ea12b7819fba5b124f77880596c?cid=774b29d4f13844c495f206cafdad9c86,4lnMSyiXkmcGus3LQY1uoM,"electronic, downtempo, mellow",Electronic,2010,239875,0.636,0.424,5,-11.011,0,0.0399,0.118,0.083,0.0781,0.128,139.759,4
TRQOUMO128F9324F05,b60350a5a82146b8abfdaf9a7f476cfed1189231,1,Don't You Forget It,Allah-Las,https://p.scdn.co/mp3-preview/7d1b2c73ef36245c3df90db9adf362ba2c213e26?cid=774b29d4f13844c495f206cafdad9c86,0dO2DPjWMrtstURmYUOLIe,"rock, alternative, psychedelic, psychedelic_rock",RnB,2012,184789,0.615,0.815,10,-5.494,1,0.0299,0.0366,0.00305,0.331,0.712,119.283,4
TRIYYFR128F429537F,34d9b82cc3574aed41be10b7e04a43f004554e55,1,Ain't No Reason,Brett Dennen,https://p.scdn.co/mp3-preview/640a50ad58935f33231d47bf6c55e76f6683f810?cid=774b29d4f13844c495f206cafdad9c86,0FSaq4WfIJ8RbG2Li1JD5B,"indie, folk, singer_songwriter, acoustic, mellow, chill",Folk,2013,217693,0.672,0.377,5,-8.996,1,0.0467,0.641,0.0,0.12,0.459,72.992,4
TRBOQBQ128F42B8BF4,8aa1fbbbbd2ceea4881c8fbf64a4478a8d9b7510,1,Must Be Dreaming,Frou Frou,https://p.scdn.co/mp3-preview/3732748e9370d265c6cfed0666b2e481d3e1c425?cid=774b29d4f13844c495f206cafdad9c86,4yNTZbEE5mo6GNNfWIEqIr,"electronic, indie, pop, female_vocalists, ambient, dance, british, chillout, trip_hop, love, beautiful, mellow",,2002,241933,0.598,0.817,9,-6.854,0,0.0445,0.3,1.49e-05,0.107,0.536,147.96,4
TRJBGYJ128F935577C,0df4be3cd20c0669dd73b60e80787b8dbd454e97,9,Communist Daughter,Neutral Milk Hotel,https://p.scdn.co/mp3-preview/c26ab23ba79ee6aab1a9fca23c110fe38d6ab4d6?cid=774b29d4f13844c495f206cafdad9c86,3Rs7rHO2ydsRL3Iwe3X1RS,"rock, alternative, indie, folk, indie_rock, 90s, beautiful",Rock,1998,117333,0.166,0.375,7,-9.175,1,0.0324,0.308,0.862,0.168,0.111,85.178,4
TRFZZXF128F92EF279,e415cd90091b839841d9d844d84d5ca0cfe1e822,2,The World Is Not Enough,Garbage,https://p.scdn.co/mp3-preview/2251df100fbe4e19afae60db27e0d45228d9d6cd?cid=774b29d4f13844c495f206cafdad9c86,01RbbKTFfDIKjPVckn0C9C,"rock, pop, female_vocalists, alternative_rock, soundtrack, 90s",Rock,2012,236960,0.491,0.809,10,-6.216,0,0.0299,0.0408,0.00475,0.117,0.452,86.033,4
TRHTTQE128F9305C89,ab2ade5fbaf1cfe9695b85156cfaaf229e9a88c7,2,Ich tu dir weh,Rammstein,https://p.scdn.co/mp3-preview/1806d888dd429f446d3ff22d790dbfbae3d04298?cid=774b29d4f13844c495f206cafdad9c86,1As6y31aweg1kgj0l9QXgm,"metal, heavy_metal, industrial, german",,2009,301853,0.295,0.878,2,-5.034,1,0.0541,0.00112,0.191,0.113,0.295,165.083,3
TRDLMWP128F426BF6C,8a2ecc166b6df387fb222e084dbfd7c1ee1a0a81,2,Ragged Wood,Fleet Foxes,https://p.scdn.co/mp3-preview/621d6510eb943d851b159f9d91d41a68a74e8637?cid=774b29d4f13844c495f206cafdad9c86,0CCnBol2JNuwYxdMvhamcA,"rock, alternative, indie, folk, indie_rock, 00s, mellow",,2008,305320,0.355,0.685,4,-5.963,1,0.0299,0.103,0.0114,0.0624,0.169,103.695,4
TRBOCQJ128F425DEF4,6b3d7b91bf2452708e3427350e533961a01bfe43,4,"Of Moons, Birds & Monsters",MGMT,https://p.scdn.co/mp3-preview/8a2351ec07e30a027a42de8e9dc6c38102d87f03?cid=774b29d4f13844c495f206cafdad9c86,0FpnCmQMQLRm9jT6LsGIc8,"rock, electronic, alternative, indie, indie_rock, psychedelic, indie_pop, psychedelic_rock",,2007,286720,0.598,0.899,1,-3.861,0,0.0424,0.0218,0.0137,0.0814,0.403,124.061,4
TRQLWDC128F42396CF,c8452176bb9583a7a958b7c22d2ec0f52640fc3a,1,Cliquot,Beirut,https://p.scdn.co/mp3-preview/97fbe9951620a79abda2c38c3834527dd5d9e465?cid=774b29d4f13844c495f206cafdad9c86,3Is25qMgJEyCM5w764pChe,"indie, experimental, folk, instrumental, singer_songwriter, american",Folk,2007,233520,0.528,0.458,4,-7.202,0,0.0307,0.842,8.11e-06,0.0956,0.624,150.268,3
TRDADYI128F14A8956,1f181041735e294d3d79c57926d80151f7e7a5e3,1,Neon Bible,Arcade Fire,https://p.scdn.co/mp3-preview/d85d387a64c38cb38330749562f7c9edf2d20171?cid=774b29d4f13844c495f206cafdad9c86,0bweN7BKqTYU0tq2IEpvlr,"rock, alternative, indie, alternative_rock, indie_rock, 00s, mellow",Rock,2007,136640,0.581,0.297,9,-19.128,1,0.101,0.908,0.704,0.0629,0.0442,86.788,4
TRKKCHY128F92C6AEA,a94389d34d2bef5fff7dc27a3384fad365931c92,1,On The Motorway,Metronomy,https://p.scdn.co/mp3-preview/e39b59cb4b9d54c20a1aebbb6c05ca417411014d?cid=774b29d4f13844c495f206cafdad9c86,29ViAXt3Hr1D1RBDtgs7eQ,"indie, experimental, instrumental, electro, synthpop, guitar",Electronic,2008,156840,0.827,0.876,10,-3.56,0,0.118,0.0832,0.941,0.11,0.987,160.061,4
TRPGPDK12903CCC651,d553b55da484f87f7c829fd32f000f64b584727d,1,Bring Me To Life,Katherine Jenkins,https://p.scdn.co/mp3-preview/8f57eebe270df7125d5d48fd897eadaab1f879a5?cid=774b29d4f13844c495f206cafdad9c86,0rJ8HF2zsxsWMzirj3YFQR,"classical, cover, new_age",Rock,2012,226093,0.429,0.563,4,-8.006,0,0.03,0.881,9.68e-05,0.076,0.298,95.989,4
TRUVMAN128F932F5E8,14d7eaea9b39cdf43eac6fe66b43b73cbbdff018,1,The Oh Of Pleasure,Ray Lynch,https://p.scdn.co/mp3-preview/a27e7d67ea5f1d4797098b257db66d9582af3cd5?cid=774b29d4f13844c495f206cafdad9c86,2ittRcklJjeiOBlTVWuFhs,new_age,New Age,1994,317733,0.257,0.319,8,-16.193,1,0.039,0.433,0.88,0.115,0.0424,94.798,4
TRGXQXZ128F92EEFD8,1d266a1c17d9aa32db7b4dff8c974d13861ee1b3,2,Rise of the Leviathan,Annotations of an Autopsy,https://p.scdn.co/mp3-preview/a257ef5a04c8de94e72962f8b3c4e7be80c7d39e?cid=774b29d4f13844c495f206cafdad9c86,0zICt0WfC5m1o0IbVEU4dP,instrumental,,2008,53826,0.573,0.575,11,-9.106,1,0.0305,0.0189,0.685,0.15,0.17,120.144,3
TRAMRKB128E0788DFD,0b2e5e8934b2089000c74bf74ef0cb624958d6b5,1,J'ai Dormi Sous L'eau,Air,https://p.scdn.co/mp3-preview/6e9962376682092d7360c0c11f7989b7503eaa06?cid=774b29d4f13844c495f206cafdad9c86,0Wh17wJx160AHuHRHRXp5Y,"electronic, ambient, instrumental, chillout, trip_hop, downtempo, french, mellow, lounge, chill",Electronic,1999,342333,0.574,0.491,5,-12.592,1,0.0259,0.397,0.843,0.106,0.507,130.114,4
TRXWFNS128F9336C8B,baf8f44f7f23ca9671be11ff296df32a09f4406d,1,The Story I Heard,Blind Pilot,https://p.scdn.co/mp3-preview/cfb3595c91d5f59d46ff7141d1d2fde61b3244db?cid=774b29d4f13844c495f206cafdad9c86,01nW6MdZU2KYjkYovWpjq6,"indie, folk, acoustic, beautiful, mellow, chill",,2009,273413,0.739,0.443,1,-13.002,1,0.0266,0.57,0.000895,0.0798,0.502,95.538,4
TRUTLFP128E078E71E,b233e2c47e859806b74388f8a28c72f06f05e7ca,1,Reverend Black Grape,Black Grape,https://p.scdn.co/mp3-preview/cd4952f1e393504569d26ebf83ba54b71f6eacca?cid=774b29d4f13844c495f206cafdad9c86,05Jfo2L3SaIAkXekv7MQtM,"rock, indie, britpop",,2011,312266,0.603,0.907,8,-7.441,1,0.0675,0.000586,0.00257,0.0833,0.615,108.116,4
TRJAAFV128F426C35F,3883dac625b1b5c80099c6cf662e32e4a29e80e3,1,Breakin' Dishes,Rihanna,https://p.scdn.co/mp3-preview/cb41ee6ad23c33035c9a1f9e8862d53590f8698c?cid=774b29d4f13844c495f206cafdad9c86,060prGAlPii66FsTciI1Dv,"pop, female_vocalists, dance, hip_hop, rnb, 00s",,2008,200573,0.803,0.656,8,-4.173,0,0.0314,0.00025,0.000254,0.0967,0.894,125.003,4
TRKZRUA128E0793EB0,eb303de2a9294d31698bfd58932e7f96406f816b,2,El Scorcho,Weezer,https://p.scdn.co/mp3-preview/c6345383a128aff888273d6bf139e9f7de4082c8?cid=774b29d4f13844c495f206cafdad9c86,0Svkvt5I79wficMFgaqEQJ,"rock, alternative, indie, alternative_rock, indie_rock, 90s, emo",Rock,1996,243530,0.478,0.707,1,-5.021,1,0.0624,0.0556,0.0,0.0958,0.653,148.052,4
TRIDQJA12903CE29CC,773b8e2c0bef4ffd6c53105cc2817745df7a61da,6,Moar Ghosts 'n' Stuff,deadmau5,https://p.scdn.co/mp3-preview/d3c59ff15fef11d8548faf90e1284f05cee9b722?cid=774b29d4f13844c495f206cafdad9c86,0H7epBAr4BMdBl5NGnUuRr,"electronic, dance, trance, house, electro",,2009,299066,0.899,0.72,5,-5.244,0,0.144,0.000108,0.625,0.155,0.342,128.005,4
TRGOHEG128F4284129,a6d53823b06d61b4b347a2baf600ceaf6b6c9e09,2,Velvet Snow,Kings of Leon,https://p.scdn.co/mp3-preview/8445b9ff8d9464fff4db8bea868591c311187249?cid=774b29d4f13844c495f206cafdad9c86,0Tt7hSGlQ7pGkMlVrPTQiR,"rock, indie, indie_rock, 00s",Rock,2004,130306,0.595,0.776,0,-5.297,1,0.0456,0.0409,5.55e-06,0.0922,0.663,139.117,4
TRILRLN128F147404A,d1032054197e8d592cc51f2ab5c03c7255c8c4bc,1,Remorse,Ennio Morricone,https://p.scdn.co/mp3-preview/6344b31e76c2e08ef845f60f3589d416cb983cfa?cid=774b29d4f13844c495f206cafdad9c86,7LZFV2M8Cykg3E7Pl1BaGD,"soundtrack, dark_ambient",Rock,1986,166866,0.0802,0.0691,2,-23.836,1,0.0414,0.914,0.953,0.147,0.0386,82.594,4
TRQRMNO128F4235E4D,8b373a09a95753298c68e6d62590d0393ec71c91,1,Grow Up and Blow Away,Metric,https://p.scdn.co/mp3-preview/7364237ab925cbfacc99977562f4b94993312c06?cid=774b29d4f13844c495f206cafdad9c86,1ra7AO4p3jzUwhagdFRdbi,"electronic, indie, female_vocalists, indie_rock, indie_pop, chill",Rock,2007,253146,0.679,0.692,11,-6.95,0,0.0246,0.0115,0.00053,0.082,0.759,110.039,4
TRAGWUX12903CEEF08,f0378ea5e3b35651497792c360b3960c4794b225,1,Scourge,Sleep,https://p.scdn.co/mp3-preview/3babe134c2836b675cc7c2a0ea8781df31cb9cd0?cid=774b29d4f13844c495f206cafdad9c86,1rNb3IALlxfkd9EtKlmamd,doom_metal,,1993,302773,0.402,0.588,6,-12.234,1,0.0513,0.000952,0.905,0.188,0.267,118.841,4
TRQRHUG128F14A8949,452817873ab963eb2a09a3da1844a8943ba07a1b,4,Settlin',Sugarland,https://p.scdn.co/mp3-preview/7b77c54e2ea0a65c77355a8ee96b02eec7636ad2?cid=774b29d4f13844c495f206cafdad9c86,06IfZH6q52G6YTW6FCNFuH,country,Country,2006,207066,0.624,0.935,3,-1.826,1,0.0482,0.114,0.000184,0.129,0.572,122.052,4
TROUKLP12903CB6364,b2c43bbb76f2954abe50e017a03d3f055c2c81f0,2,White Sky,Vampire Weekend,https://p.scdn.co/mp3-preview/3d58c03e6fc6ef307bf025f25d703cf620f872bb?cid=774b29d4f13844c495f206cafdad9c86,0dAp6Ptz8UlHxZ9uaydqMR,"rock, electronic, alternative, indie, pop, indie_rock, american, indie_pop",Rock,2010,178666,0.785,0.692,9,-5.647,1,0.0776,0.112,0.00505,0.326,0.944,102.019,3
TRLKSGP12903CF0C97,038d1c29dcedc12be3e9797f01ec9306b57a7a20,4,Setlon,Eluveitie,https://p.scdn.co/mp3-preview/a82a195e2b426f49a7a16e75ef874d62666b437b?cid=774b29d4f13844c495f206cafdad9c86,2jNQ1GZDz2YX0h4n5lN7Yy,melodic_death_metal,,2010,156506,0.476,0.924,7,-3.905,1,0.0467,0.00153,0.0514,0.28,0.576,114.957,4
